Time_tick,PV,Demand,Day,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,AvgTemp_F,Yn,Yn_class
32,0.4163333,1.23,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.08717902542480549,0.0
33,0.5223333,1.22,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.08351438669222763,0.0
34,0.7476667,1.01,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.08108289255671475,0.0
35,1.302,1.36,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.07914278993193025,0.0
36,2.1083333,1.17,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.07766013017371655,0.0
37,2.3166667,1.12,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.08154288210117927,0.0
38,2.552,0.92,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.08588986705178352,0.0
39,2.772,1.25,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.09051267577401292,0.0
40,2.959,0.86,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.09566591505347821,0.0
41,3.1333333,1.06,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.10426313421116953,0.0
42,3.2853333,1.3,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.11189454512777491,0.0
43,3.4346667,1.07,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.11895818313957755,0.0
44,3.5606667,2.08,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.1275859550483997,0.0
45,3.616,0.98,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.13426683443047327,0.0
46,3.6793333,1.41,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.14367709746254032,0.0
47,3.9073333,1.12,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.1519246565538644,0.0
48,2.3003333,1.13,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.1613892355935997,0.0
49,1.8686666,1.26,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.17396765437581826,0.0
50,1.0936666,1.34,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.1858289309138879,0.0
51,2.0423334,1.49,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.1946731182493062,0.0
52,2.3146667,1.02,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.2060854386744738,0.0
53,3.9286667,1.5,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.21982062065968297,0.0
54,3.0656667,1.51,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.23573014372427126,0.0
55,2.5043333,1.02,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.24913688308741966,0.0
56,3.7173333,1.48,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.2631258228977132,0.0
57,3.702,0.99,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.27900649036840336,0.0
58,3.5596667,1.67,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.2960447696461611,0.0
59,3.5196667,1.07,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.31063288402199324,0.0
60,3.4686667,1.09,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.3265958745410941,0.0
61,2.3146667,1.58,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.3428618469120364,1.0
62,2.623,1.47,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.3548147821617906,1.0
63,2.012,1.28,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.3677819005660973,1.0
64,1.5836666,1.44,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.37972804616849404,1.0
65,1.7756666,1.15,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.38997257026463655,1.0
66,1.4573334,1.2,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.40157160191842517,1.0
67,1.8496666,1.35,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.41236013596836096,1.0
68,1.9043334,1.38,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.4233328351800802,1.0
69,0.6033333,1.19,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.43454656239190864,1.0
70,0.8693333,1.38,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.44303345171505343,1.0
71,0.8163333,1.0,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.45156107820944363,1.0
72,0.408,0.91,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.4613795604886952,1.0
73,0.3623333,1.64,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.4701838596133944,1.0
74,0.296,1.22,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.47693687752192127,1.0
75,0.171,0.96,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.4843866690889744,1.0
76,0.086,1.11,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.4923838650261287,1.0
77,0.0066667,1.15,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.4991207578786313,1.0
78,0.0,1.06,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5062412581686252,1.0
79,0.0,0.97,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5134720879876378,1.0
80,0.0,0.93,1,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5208556818169112,1.0
81,0.0,3.77,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5282138149778077,1.0
82,0.0,4.05,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5282392756461846,1.0
83,0.0,3.72,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5276791409418948,1.0
84,0.0,3.93,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5280865116359238,1.0
85,0.0,4.1,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.527653680273518,1.0
86,0.0,3.82,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5271444669059819,1.0
87,0.0,3.71,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5252603774460983,1.0
88,0.0,4.01,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5175967162646802,1.0
89,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5092201563687114,1.0
90,0.0,3.98,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.5018111018710611,1.0
91,0.0,3.84,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.4933055412213691,1.0
92,0.0,3.82,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.4857199594569206,1.0
93,0.0,4.01,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.47723816226745125,1.0
94,0.0,3.96,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.4678991891068393,1.0
95,0.0,3.94,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.45836756341971924,1.0
96,0.0,3.96,0,0,0,0,0,0,0,0,1,0,0,0,70.4,0.44766899056778586,1.0
1,0.0,3.88,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.43665215936114243,1.0
2,0.0,3.93,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.424780698555722,1.0
3,0.0,3.98,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.41225999070669317,1.0
4,0.0,3.81,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.39908239761354275,1.0
5,0.0,3.88,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.3856510464916225,1.0
6,0.0,3.92,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.37129632166077997,1.0
7,0.0,3.86,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.355868005177592,1.0
8,0.0,4.04,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.34500733290673075,1.0
9,0.0,3.96,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.32943558812747686,0.0
10,0.0,3.93,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.3127486660733191,0.0
11,0.0,3.85,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.30100450860978273,0.0
12,0.0,3.93,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.2842369610208961,0.0
13,0.0,3.67,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.2682756680154772,0.0
14,0.0,3.94,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.2514775676245384,0.0
15,0.0,3.9,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.23320868946010395,0.0
16,0.0,3.87,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.2177481230176311,0.0
17,0.0,3.82,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.19999864248808352,0.0
18,0.0,3.78,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.18467047152117003,0.0
19,0.0,3.83,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.16715777520752673,0.0
20,0.0,3.88,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.14971721736941543,0.0
21,0.0,3.76,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.1389142557771372,0.0
22,0.0,3.9,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.12698508378392045,0.0
23,0.0,3.08,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.1093892158687107,0.0
24,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.09388027415632191,0.0
25,0.0,0.72,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.08517527163829236,0.0
26,0.0,1.09,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.07577094929305633,0.0
27,0.0106667,0.65,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.06570549853054974,0.0
28,0.0393333,0.9,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.05894484242150975,0.0
29,0.1413333,0.63,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.05805541654200359,0.0
30,0.318,0.66,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.05576225887440915,0.0
31,0.7436667,0.96,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.054232921359961515,0.0
32,1.002,0.74,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.05132106975633874,0.0
33,1.287,0.92,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.047593627905974524,0.0
34,1.5626666,0.78,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.049751843725643875,0.0
35,1.7976666,0.81,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.0565914278048093,0.0
36,2.0456666,0.85,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.06033329719751593,0.0
37,2.2853333,0.82,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.06289294271885511,0.0
38,2.498,0.74,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.0651555475843974,0.0
39,2.9996667,0.86,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.06928102472012346,0.0
40,1.3356666,0.93,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.07518535371670447,0.0
41,2.916,0.84,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.07740722120731586,0.0
42,3.484,0.89,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.08741071781256245,0.0
43,1.4226666,0.74,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.099493502420117,0.0
44,3.6256667,0.89,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.10596220939597939,0.0
45,3.129,0.79,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.11725656188792999,0.0
46,3.9476667,1.02,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.12752400084021837,0.0
47,4.0053333,0.77,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.13902628220878174,0.0
48,3.1323333,0.96,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.15398527348423158,0.0
49,4.0613333,0.96,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.17064249134041423,0.0
50,3.0903333,0.89,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.19014875798796135,0.0
51,3.9983333,0.9,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.20766654643528004,0.0
52,4.0,0.98,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.22711425354556053,0.0
53,1.343,0.98,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.24590422680764248,0.0
54,1.9053334,0.98,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.2579547611503841,0.0
55,4.001,0.99,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.27148795525133956,0.0
56,4.0013333,0.99,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.29183357535124427,0.0
57,3.719,1.0,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.3113907633864664,0.0
58,3.9736667,1.0,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.33020365125008744,0.0
59,3.8633333,1.0,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.34849374675698563,1.0
60,3.746,1.73,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.3656118027617098,1.0
61,1.7586666,2.27,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.38115808687258673,1.0
62,2.602,2.19,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.3899386225370631,1.0
63,2.3686667,2.11,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.4011718694249093,1.0
64,2.9273333,2.0,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.4123711687888674,1.0
65,2.766,1.04,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.42496741008987104,1.0
66,1.5193334,2.0,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.4399026381597047,1.0
67,0.4463333,2.35,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.4487867142150556,1.0
68,1.528,2.01,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.4562118936668876,1.0
69,1.7703334,1.58,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.46621284420529646,1.0
70,1.4166666,0.84,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.47731454447626703,1.0
71,1.0776666,0.94,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.48894158286527006,1.0
72,0.7906667,0.97,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5000110326168211,1.0
73,0.533,1.0,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5099678514658338,1.0
74,0.327,2.18,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5188103415930981,1.0
75,0.1683333,2.32,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5242512864252212,1.0
76,0.082,1.94,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5287790418157728,1.0
77,0.0196667,1.72,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5342072563137076,1.0
78,0.0063333,1.7,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5392985414359128,1.0
79,0.0,1.59,1,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5459344401680639,1.0
80,0.0,2.64,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5514084838690769,1.0
81,0.0,4.37,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5545656067478006,1.0
82,0.0,4.56,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5534962586759749,1.0
83,0.0,4.68,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5518667758998594,1.0
84,0.0,4.54,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5504155178023815,1.0
85,0.0,4.36,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5491170237151645,1.0
86,0.0,4.37,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5466473388826144,1.0
87,0.0,4.39,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5370995882413127,1.0
88,0.0,4.98,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5275518376000108,1.0
89,0.0,4.67,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5161963795039559,1.0
90,0.0,4.67,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.5075295679884916,1.0
91,0.0,4.21,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.49808960080937065,1.0
92,0.0,3.86,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.4896697577771614,1.0
93,0.0,4.09,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.48175233846513077,1.0
94,0.0,3.96,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.473510720111559,1.0
95,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.46555595875748956,1.0
96,0.0,4.14,0,0,0,0,0,0,0,0,1,0,0,0,72.4,0.4568365283915896,1.0
1,0.0,4.02,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4478607942356102,1.0
2,0.0,4.14,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4389385273813795,1.0
3,0.0,3.97,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.429685271940093,1.0
4,0.0,4.82,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4197522163476178,1.0
5,0.0,4.41,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4069225855525459,1.0
6,0.0,4.17,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.3918744818868559,1.0
7,0.0,3.99,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.3782657546394537,1.0
8,0.0,4.21,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.36549383482849285,1.0
9,0.0,4.09,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.35123501188248385,1.0
10,0.0,3.94,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.3360103808481529,1.0
11,0.0,3.99,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.3200720024442731,0.0
12,0.0,3.93,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.3039053265781577,0.0
13,0.0,3.99,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.2882487129891835,0.0
14,0.0,3.7,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.2721533270454445,0.0
15,0.0,4.3,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.25818220970301475,0.0
16,0.0,3.74,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.24231851584150468,0.0
17,0.0,3.88,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.22653035538104802,0.0
18,0.0,3.95,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.2111453220850219,0.0
19,0.0,3.92,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.19489886959378278,0.0
20,0.0,4.11,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.17888495778884958,0.0
21,0.0,4.03,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.16292790831302903,0.0
22,0.0,3.39,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.15113367811681605,0.0
23,0.0,0.62,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.1452327440457564,0.0
24,0.0,0.64,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.1406684948098723,0.0
25,0.0,0.52,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.13599391609589093,0.0
26,0.024,1.29,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.13612800903421102,0.0
27,0.0976667,1.06,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.12807734569346535,0.0
28,0.177,1.08,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.12474284674018092,0.0
29,0.2796667,1.03,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.11724892343281028,0.0
30,0.317,1.17,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.11254379191677676,0.0
31,0.3943333,1.23,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.10922711543135609,0.0
32,0.6646667,1.24,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.106815989881466,0.0
33,0.7153333,1.33,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.10750342792763971,0.0
34,0.7043333,1.22,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.10855665073975575,0.0
35,0.7043333,1.21,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.11006731697857729,0.0
36,1.2213334,1.29,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.11209313732268726,0.0
37,1.639,1.42,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.114564519617998,0.0
38,2.9103333,1.41,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.11764950402118973,0.0
39,2.575,1.4,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.12369980743159556,0.0
40,2.4263333,1.4,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.1287308355028522,0.0
41,2.8703333,1.48,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.13353441476687156,0.0
42,3.2296667,1.34,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.13956519824665292,0.0
43,3.65,1.33,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.14808603534829248,0.0
44,3.7196667,1.36,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.15716191502054638,0.0
45,3.7893333,1.57,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.16666638252560761,0.0
46,3.8616667,1.53,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.17572868300498942,0.0
47,3.9573333,2.17,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.18472054247159986,0.0
48,4.0006667,2.07,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.1936504474754223,0.0
49,4.001,1.54,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.2093613773266715,0.0
50,4.0026667,1.84,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.22667717788973643,0.0
51,4.001,1.57,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.24295333457895074,0.0
52,3.9996667,1.63,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.2599890677898708,0.0
53,3.9973333,1.84,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.2764867322939633,0.0
54,2.9023333,2.3,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.29267292778517506,0.0
55,1.2776666,2.35,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.304339854639504,0.0
56,2.7726667,1.6,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.31181935014992557,0.0
57,2.976,1.78,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.3251420693583519,0.0
58,0.9973333,1.57,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.33819320796830205,1.0
59,3.486,1.59,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.3468939669058118,1.0
60,1.9973334,1.65,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.3618037343072687,1.0
61,3.6603333,1.62,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.37241404367856695,1.0
62,2.7876667,1.69,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.38769129335964814,1.0
63,2.2496667,1.8,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.40023746208073924,1.0
64,1.5513334,1.44,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4118721389757833,1.0
65,0.6146667,1.46,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.42244171127767866,1.0
66,0.7416667,1.77,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.43037186082205503,1.0
67,0.541,1.65,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4378106195686017,1.0
68,0.3986667,1.7,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4452476808014664,1.0
69,0.5506667,1.59,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.45166037451058516,1.0
70,0.6973333,1.69,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.458994744516787,1.0
71,0.634,1.51,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.46626970602519574,1.0
72,0.349,1.15,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4742236188261096,1.0
73,0.2396667,1.1,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.48241940797660304,1.0
74,0.1516667,1.13,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.49038774862538725,1.0
75,0.123,1.58,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4979792712803521,1.0
76,0.0653333,1.31,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.50440299791182,1.0
77,0.0066667,1.38,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5112909573627439,1.0
78,0.0,1.34,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5176730982698106,1.0
79,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5239364226905046,1.0
80,0.0,1.72,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5306071178052274,1.0
81,0.0,4.24,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5363612288583853,1.0
82,0.0,4.34,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5357247121489652,1.0
83,0.0,4.23,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5345535214036321,1.0
84,0.0,4.26,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5356992514805883,1.0
85,0.0,4.11,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5349863527660378,1.0
86,0.0,4.2,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5343498360566177,1.0
87,0.0,3.98,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5259732761606489,1.0
88,0.0,4.01,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5175712555963033,1.0
89,0.0,4.06,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5089400890165665,1.0
90,0.0,3.93,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.5018620232078148,1.0
91,0.0,3.99,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4938928340058749,1.0
92,0.0,3.96,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4855247609654175,1.0
93,0.0,3.82,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4775402953624516,1.0
94,0.0,3.96,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.46943871068495224,1.0
95,0.0,3.83,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.46173261492044915,1.0
96,0.0,4.12,0,0,0,0,0,0,0,0,1,0,0,0,76.5,0.4534638384866613,1.0
1,0.0,4.04,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.4458841975108865,1.0
2,0.0,3.96,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.43804740378450596,1.0
3,0.0,3.95,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.43117302332276874,1.0
4,0.0,4.03,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.42382677184106216,1.0
5,0.0,3.82,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.41467535907328285,1.0
6,0.0,3.92,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.40642355645236045,1.0
7,0.0,3.85,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.3990085611660366,1.0
8,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.39254240005332647,1.0
9,0.0,4.02,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.3844611839105287,1.0
10,0.0,3.99,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.3767398117449995,1.0
11,0.0,3.96,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.36801019721359146,1.0
12,0.0,3.98,0,0,0,0,0,0,0,0,1,0,0,0,78.1,0.355144921482792,1.0
